model_id,org_id,model_type,params_B,parameter_group
ajibawa-2023/Uncensored-Frank-33B,ajibawa-2023,Fine-tuned,33.0,15–<40B
ajibawa-2023/Uncensored-Frank-7B,ajibawa-2023,Fine-tuned,7.0,7–<15B
ajibawa-2023/Uncensored-Frank-Llama-3-8B,ajibawa-2023,Fine-tuned,8.0,7–<15B
ajibawa-2023/Uncensored-Jordan-13B,ajibawa-2023,Fine-tuned,13.0,7–<15B
ajibawa-2023/Uncensored-Jordan-7B,ajibawa-2023,Fine-tuned,7.0,7–<15B
ajibawa-2023/WikiHow-Mistral-Instruct-7B,ajibawa-2023,Fine-tuned,7.0,7–<15B
akjindal53244/Mistral-7B-v0.1-Open-Platypus,akjindal53244,Chat/post-trained,7.0,7–<15B
alchemonaut/BoreanGale-70B,alchemonaut,Fine-tuned,68.0,≥40B
alchemonaut/QuartetAnemoi-70B-t0.0001,alchemonaut,Merged,68.0,≥40B
alexredna/TinyLlama-1.1B-Chat-v1.0-reasoning-v2-dpo,alexredna,Fine-tuned,1.0,<3B
alexredna/Tukan-1.1B-Chat-reasoning-sft-COLA,alexredna,Fine-tuned,1.0,<3B
alibidaran/medical_transcription_generator,alibidaran,Fine-tuned,,Unknown
alignment-handbook/zephyr-7b-dpo-full,alignment-handbook,Chat/post-trained,7.0,7–<15B
alignment-handbook/zephyr-7b-dpo-qlora,alignment-handbook,Chat/post-trained,7.0,7–<15B
alignment-handbook/zephyr-7b-sft-full,alignment-handbook,Fine-tuned,7.0,7–<15B
alignment-handbook/zephyr-7b-sft-qlora,alignment-handbook,Fine-tuned,7.0,7–<15B
allbyai/ToRoLaMa-7b-v1.0,allbyai,Fine-tuned,7.0,7–<15B
allenai/OLMo-1.7-7B-hf,allenai,Pretrained,6.0,3–<7B
allenai/OLMo-1B-hf,allenai,Pretrained,1.0,<3B
allenai/OLMo-7B-hf,allenai,Pretrained,6.0,3–<7B
allenai/tulu-2-dpo-70b,allenai,Chat/post-trained,68.0,≥40B
allknowingroger/ANIMA-biodesign-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/AutoLimmy-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/CalmExperiment-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Calmesmol-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Calmex26merge-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/CeptrixBeagle-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/DolphinChat-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Experimentmultiverse-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/FrankenLimmy-10B-passthrough,allknowingroger,Merged,10.0,7–<15B
allknowingroger/FrankenRoger-10B-passthrough,allknowingroger,Merged,10.0,7–<15B
allknowingroger/JaskierMistral-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/JupiterINEX12-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/JupiterMerge-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/LadybirdGonzo-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/LadybirdPercival-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Lamma3merge2-15B-MoE,allknowingroger,Merged,13.0,7–<15B
allknowingroger/Lamma3merge3-15B-MoE,allknowingroger,Merged,13.0,7–<15B
allknowingroger/LeeMerge-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Limmy-phi2-slerp,allknowingroger,Merged,2.0,<3B
allknowingroger/LimmyAutomerge-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/LimyQstar-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Llama3merge5,allknowingroger,Merged,8.0,7–<15B
allknowingroger/Llama3merge7-15B-MoE,allknowingroger,Merged,13.0,7–<15B
allknowingroger/LuxPassthrough-25B-s,allknowingroger,Merged,19.0,15–<40B
allknowingroger/M7-8B-passthrough,allknowingroger,Merged,10.0,7–<15B
allknowingroger/M7merge-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Meme-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/MistralMerge-7B-stock,allknowingroger,Merged,7.0,7–<15B
allknowingroger/MistralQ-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Mistralchat-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Mistraldouble-7B-task,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Mistralmath-15B-pass,allknowingroger,Merged,19.0,15–<40B
allknowingroger/MultiCalm-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Multimerge-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/Multimerge-Neurallaymons-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/MultiverseBuddy-15B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/MultiverseEx26-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/MultiverseMath-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/NeuralCeptrix-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/NeuralDolphin-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/NeuralWestSeverus-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Neuralcoven-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Neuraljack-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/Neurallaymons-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Neuralmaath-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/Neuralmultiverse-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/NexusMistral2-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/NexusRaven-15B-pass,allknowingroger,Merged,15.0,15–<40B
allknowingroger/PercivalMelodias-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Platapus-Orca-13B,allknowingroger,Merged,13.0,7–<15B
allknowingroger/PrometheusLaser-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/QuantumBruins-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/ROGERphi-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/RasGullaINEX12-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/RogerWizard-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/StarlingDolphin-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/StarlingMaths-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/StarlingMaxLimmy-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/StarlingMaxLimmy2-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/StrangeMonarch-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Strangecoven-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/Synthiallamaguanco-7B-slerp,allknowingroger,Merged,6.0,3–<7B
allknowingroger/TaoPassthrough-15B-s,allknowingroger,Merged,19.0,15–<40B
allknowingroger/TripleMerge-7B-Ties,allknowingroger,Merged,7.0,7–<15B
allknowingroger/TripleMerge2-7B-Ties,allknowingroger,Merged,7.0,7–<15B
allknowingroger/WestLakeLaser-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/WestLakeMultiverse-12B-MoE,allknowingroger,Merged,12.0,7–<15B
allknowingroger/WestlakeMaziyar-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/limyClown-7B-slerp,allknowingroger,Merged,7.0,7–<15B
allknowingroger/mergekit-slerp-zplzqvn,allknowingroger,Merged,7.0,7–<15B
alnrg2arg/blockchainlabs_7B_merged_test2_4,alnrg2arg,Fine-tuned,7.0,7–<15B
alnrg2arg/blockchainlabs_7B_merged_test2_4_prune,alnrg2arg,Fine-tuned,7.0,7–<15B
alnrg2arg/blockchainlabs_joe_bez_seminar,alnrg2arg,Merged,7.0,7–<15B
alnrg2arg/blockchainlabs_test3_seminar,alnrg2arg,Merged,7.0,7–<15B
alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong,alnrg2arg,Merged,1.0,<3B
alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong_v2,alnrg2arg,Merged,1.0,<3B
alnrg2arg/test2,alnrg2arg,Fine-tuned,7.0,7–<15B
alnrg2arg/test2_4,alnrg2arg,Fine-tuned,7.0,7–<15B
alnrg2arg/test3_sft_16bit,alnrg2arg,Fine-tuned,7.0,7–<15B
alnrg2arg/test3_sft_16bit_dpo2,alnrg2arg,Chat/post-trained,7.0,7–<15B
alnrg2arg/test3_sft_4bit,alnrg2arg,Fine-tuned,7.0,7–<15B
aloobun/CosmicBun-8B,aloobun,Merged,8.0,7–<15B
aloobun/CosmicNoodle-7B,aloobun,Fine-tuned,7.0,7–<15B
aloobun/Cypher-7B,aloobun,Merged,7.0,7–<15B
aloobun/Cypher-Laser-Mixtral-2x1.8B-v0.1,aloobun,Merged,3.0,3–<7B
aloobun/Cypher-Mini-1.8B,aloobun,Chat/post-trained,1.0,<3B
aloobun/Cypher-Mixtral-2x1.8B-v0.1,aloobun,Merged,3.0,3–<7B
aloobun/Reyna-CoT-4B-v0.1,aloobun,Fine-tuned,3.0,3–<7B
aloobun/Reyna-CoT-4B-v0.2,aloobun,Fine-tuned,3.0,3–<7B
aloobun/Reyna-Mini-1.8B-v0.1,aloobun,Fine-tuned,1.0,<3B
aloobun/Reyna-Mini-1.8B-v0.2,aloobun,Fine-tuned,1.0,<3B
aloobun/Synch-Qwen1.5-1.8B,aloobun,Merged,1.0,<3B
aloobun/bun_mistral_7b_v2,aloobun,Fine-tuned,7.0,7–<15B
aloobun/d-Qwen1.5-0.5B,aloobun,Fine-tuned,,Unknown
aloobun/d-Qwen1.5-1.8B,aloobun,Fine-tuned,1.0,<3B
aloobun/falcon-1b-cot-t2,aloobun,Fine-tuned,1.0,<3B
aloobun/open-llama-3b-v2-elmv3,aloobun,Fine-tuned,3.0,3–<7B
aloobun/slerp_bun_mistral_7b_v2,aloobun,Merged,7.0,7–<15B
altomek/CodeRosa-70B-AB1,altomek,Merged,68.0,≥40B
altomek/YiSM-34B-0rn,altomek,Merged,34.0,15–<40B
alvarobartt/Mistral-7B-v0.1-ORPO,alvarobartt,Chat/post-trained,7.0,7–<15B
alvarobartt/mistral-7b-orpo-airoboros-pref-10k,alvarobartt,Chat/post-trained,7.0,7–<15B
alvarobartt/mistral-7b-orpo-alignment-handbook,alvarobartt,Chat/post-trained,7.0,7–<15B
alvarobartt/mistral-7b-orpo-capybara-reproduction,alvarobartt,Chat/post-trained,7.0,7–<15B
alykassem/ds_diasum_md_mixtral,alykassem,Chat/post-trained,,Unknown
amazingvince/Not-WizardLM-2-7B,amazingvince,Fine-tuned,7.0,7–<15B
amazingvince/openhermes-7b-dpo,amazingvince,Fine-tuned,7.0,7–<15B
amazingvince/where-llambo-7b,amazingvince,Chat/post-trained,7.0,7–<15B
amazon/LightGPT,amazon,Unknown,,Unknown
ammarali32/MultiVerse_LASER,ammarali32,Chat/post-trained,7.0,7–<15B
ammarali32/multi_verse_model,ammarali32,Continually pretrained,7.0,7–<15B
amu/dpo-Qwen1.5-0.5B-Chat,amu,Chat/post-trained,,Unknown
amu/dpo-phi2,amu,Chat/post-trained,2.0,<3B
amu/orpo-lora-phi2,amu,Fine-tuned,2.0,<3B
amu/orpo-phi2,amu,Fine-tuned,2.0,<3B
amu/r-zephyr-7b-beta-qlora,amu,Fine-tuned,7.0,7–<15B
amu/spin-phi2,amu,Fine-tuned,2.0,<3B
amu/spin-phi2-1.5,amu,Fine-tuned,2.0,<3B
amu/spin-phi2-2,amu,Fine-tuned,2.0,<3B
amu/zen_moe,amu,Fine-tuned,12.0,7–<15B
anakin87/gemma-2b-orpo,anakin87,Chat/post-trained,2.0,<3B
anakin87/gemma-3.5b-orpo-selfmerge,anakin87,Merged,3.0,3–<7B
anas-awadalla/mpt-1b-redpajama-200b,anas-awadalla,Fine-tuned,1.0,<3B
anas-awadalla/mpt-7b,anas-awadalla,Fine-tuned,7.0,7–<15B
andreaskoepf/llama2-13b-megacode2_min100,andreaskoepf,Fine-tuned,13.0,7–<15B
andrijdavid/Macaroni-7b-Tied,andrijdavid,Fine-tuned,7.0,7–<15B
andrijdavid/Macaroni-v2-7b,andrijdavid,Fine-tuned,7.0,7–<15B
andrijdavid/Meta-Llama-3-13B-Instruct,andrijdavid,Fine-tuned,13.0,7–<15B
andrijdavid/macaroni-7b,andrijdavid,Fine-tuned,7.0,7–<15B
andrijdavid/tinyllama-dare,andrijdavid,Fine-tuned,1.0,<3B
andysalerno/cloudymixtral7Bx2-nectar-0.2,andysalerno,Fine-tuned,12.0,7–<15B
andysalerno/mistral-sft-v3,andysalerno,Pretrained,7.0,7–<15B
andysalerno/openchat-nectar-0.1,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/openchat-nectar-0.11,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/openchat-nectar-0.14,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/openchat-nectar-0.3,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/openchat-nectar-0.4,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/openchat-nectar-0.5,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/openchat-nectar-0.6,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/openchat-nectar-0.7,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/openchat-nectar-0.8,andysalerno,Fine-tuned,7.0,7–<15B
andysalerno/rainbowfish-7B-v10,andysalerno,Chat/post-trained,7.0,7–<15B
andysalerno/rainbowfish-7B-v9,andysalerno,Chat/post-trained,7.0,7–<15B
andysalerno/rainbowfish-v6,andysalerno,Chat/post-trained,7.0,7–<15B
andysalerno/rainbowfish-v7,andysalerno,Chat/post-trained,7.0,7–<15B
anhnv125/llama-op-v4,anhnv125,Fine-tuned,12.0,7–<15B
anhnv125/pygmalion-6b-roleplay,anhnv125,Fine-tuned,6.0,3–<7B
ankhamun/xxxI-Ixxx,ankhamun,Fine-tuned,7.0,7–<15B
antiven0m/finch,antiven0m,Merged,7.0,7–<15B
antiven0m/reverie-7b,antiven0m,Merged,7.0,7–<15B
anton-l/gpt-j-tiny-random,anton-l,Fine-tuned,,Unknown
appvoid/palmer-002,appvoid,Fine-tuned,,Unknown
appvoid/palmer-002.5,appvoid,Merged,1.0,<3B
aqweteddy/Tulpar-tv_marcoroni-7b,aqweteddy,Unknown,,Unknown
aqweteddy/llama_chat-tv_en_luban-tv_stable_platypus2,aqweteddy,Unknown,,Unknown
aqweteddy/mistral_tv-neural-marconroni,aqweteddy,Fine-tuned,7.0,7–<15B
arcee-ai/Clown-DPO-Extended,arcee-ai,Merged,8.0,7–<15B
arcee-ai/Saul-Instruct-Clown-7b,arcee-ai,Merged,7.0,7–<15B
argilla/CapybaraHermes-2.5-Mistral-7B,argilla,Chat/post-trained,7.0,7–<15B
argilla/DistilabelBeagle14-7B,argilla,Fine-tuned,7.0,7–<15B
argilla/distilabeled-Hermes-2.5-Mistral-7B,argilla,Chat/post-trained,7.0,7–<15B
argilla/distilabeled-Marcoro14-7B-slerp,argilla,Chat/post-trained,7.0,7–<15B
argilla/distilabeled-Marcoro14-7B-slerp-full,argilla,Chat/post-trained,7.0,7–<15B
argilla/notus-7b-v1,argilla,Fine-tuned,7.0,7–<15B
argilla/notus-8x7b-experiment,argilla,Chat/post-trained,46.0,≥40B
argilla/notux-8x7b-v1,argilla,Fine-tuned,46.0,≥40B
argilla/notux-8x7b-v1-epoch-2,argilla,Chat/post-trained,,Unknown
aridoverrun/Foxglove_7B,aridoverrun,Merged,7.0,7–<15B
ariellee/SuperPlatty-30B,ariellee,Fine-tuned,32.0,15–<40B
arlineka/Brunhilde-13b,arlineka,Fine-tuned,13.0,7–<15B
arlineka/Brunhilde-13b-v1,arlineka,Fine-tuned,13.0,7–<15B
arlineka/Brunhilde-13b-v3,arlineka,Fine-tuned,13.0,7–<15B
arlineka/Brunhilde-2x7b-MOE-DPO-v.01.5,arlineka,Fine-tuned,12.0,7–<15B
arlineka/KittyNyanster-v1,arlineka,Fine-tuned,7.0,7–<15B
arshadshk/Mistral-Hinglish-7B-Instruct-v0.2,arshadshk,Fine-tuned,7.0,7–<15B
arver/llama7b-qlora,arver,Unknown,,Unknown
arvindanand/Deepseek-Wizard-33B-slerp,arvindanand,Merged,17.0,15–<40B
arvindanand/ValidateAI-2-33B-AT,arvindanand,Merged,33.0,15–<40B
arvindanand/ValidateAI-3-33B-Ties,arvindanand,Merged,33.0,15–<40B
arvindanand/ValidateAI-33B-slerp,arvindanand,Merged,17.0,15–<40B
ashercn97/giraffe-7b,ashercn97,Fine-tuned,7.0,7–<15B
ashercn97/manatee-7b,ashercn97,Fine-tuned,7.0,7–<15B
athirdpath/Iambe-20b-DARE-v2,athirdpath,Chat/post-trained,19.0,15–<40B
athirdpath/NSFW_DPO_Noromaid-7b,athirdpath,Fine-tuned,7.0,7–<15B
athirdpath/Orca-2-13b-Alpaca-Uncensored,athirdpath,Fine-tuned,13.0,7–<15B
augmxnt/shisa-7b-v1,augmxnt,Fine-tuned,7.0,7–<15B
augmxnt/shisa-base-7b-v1,augmxnt,Pretrained,7.0,7–<15B
augmxnt/shisa-gamma-7b-v1,augmxnt,Fine-tuned,7.0,7–<15B
augtoma/qCammel-13,augtoma,Fine-tuned,,Unknown
augtoma/qCammel-70-x,augtoma,Fine-tuned,,Unknown
augtoma/qCammel-70x,augtoma,Fine-tuned,68.0,≥40B
augtoma/qCammel70,augtoma,Fine-tuned,68.0,≥40B
ausboss/llama-13b-supercot,ausboss,Fine-tuned,13.0,7–<15B
ausboss/llama-30b-supercot,ausboss,Fine-tuned,30.0,15–<40B
ausboss/llama7b-wizardlm-unfiltered,ausboss,Unknown,7.0,7–<15B
automerger/Experiment26Yamshadow-7B,automerger,Merged,7.0,7–<15B
automerger/Experiment27Neuralsirkrishna-7B,automerger,Merged,7.0,7–<15B
automerger/Experiment27Pastiche-7B,automerger,Merged,7.0,7–<15B
automerger/Experiment28Yam-7B,automerger,Merged,7.0,7–<15B
automerger/Experiment29Pastiche-7B,automerger,Merged,7.0,7–<15B
automerger/Inex12Yamshadow-7B,automerger,Merged,7.0,7–<15B
automerger/NeuralsirkrishnaExperiment26-7B,automerger,Fine-tuned,7.0,7–<15B
automerger/OgnoExperiment27-7B,automerger,Merged,7.0,7–<15B
automerger/Ognoexperiment27Multi_verse_model-7B,automerger,Merged,7.0,7–<15B
automerger/PasticheAlloyingotneoy-7B,automerger,Merged,7.0,7–<15B
automerger/PasticheInex12-7B,automerger,Merged,7.0,7–<15B
automerger/ShadowYam-7B,automerger,Merged,7.0,7–<15B
automerger/ShadowYamshadow-7B,automerger,Merged,7.0,7–<15B
automerger/Strangemerges_32Yamshadow-7B,automerger,Merged,7.0,7–<15B
automerger/T3qm7xNeuralsirkrishna-7B,automerger,Merged,7.0,7–<15B
automerger/YamShadow-7B,automerger,Merged,7.0,7–<15B
automerger/YamshadowExperiment28-7B,automerger,Merged,7.0,7–<15B
avinash31d/phi-2-slerp,avinash31d,Merged,2.0,<3B
awnr/Mistral-7B-v0.1-half-naive-A,awnr,Pretrained,7.0,7–<15B
awnr/Mistral-7B-v0.1-signtensors-1-over-2,awnr,Pretrained,7.0,7–<15B
awnr/Mistral-7B-v0.1-signtensors-1-over-4,awnr,Pretrained,7.0,7–<15B
axxd/wizardllama-7b,axxd,Merged,6.0,3–<7B
azale-ai/DukunLM-7B-V1.0-Uncensored,azale-ai,Fine-tuned,7.0,7–<15B
azarafrooz/Mistral-7B-Instruct-v0.2-Selfplay-v0,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/Mistral-7B-Instruct-v0.2-sp-v0,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/Mistral-7B-Instruct-v2-sp-v0.1,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/gemma-2b-it-nlai-p1,azarafrooz,Chat/post-trained,2.0,<3B
azarafrooz/gemma-2b-it-nlai-v0,azarafrooz,Chat/post-trained,2.0,<3B
azarafrooz/gemma-2b-it-sp-test,azarafrooz,Chat/post-trained,2.0,<3B
azarafrooz/gemma-2b-it-sp-test-openherms-step500,azarafrooz,Chat/post-trained,2.0,<3B
azarafrooz/gemma-2b-it-sp-test1,azarafrooz,Chat/post-trained,2.0,<3B
azarafrooz/gemma-2b-nlaf-v0,azarafrooz,Chat/post-trained,2.0,<3B
azarafrooz/gemma-nlaf-v1,azarafrooz,Chat/post-trained,,Unknown
azarafrooz/mistral-7b-selfplay-v0,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/mistral-7b-v2-selfplay-v0,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/mistral-7b-v2-selfplay-v1,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/mistral-v2-7b-selfplay-low-tmp,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/mistral-v2-7b-selfplay-v0,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/mistral-v2-7b-selfplay-v0-test,azarafrooz,Chat/post-trained,7.0,7–<15B
azarafrooz/mistral2-sp-lima-test,azarafrooz,Chat/post-trained,,Unknown
azarafrooz/phi-gemma-nlaf-v0,azarafrooz,Chat/post-trained,,Unknown
azarafrooz/phi-gemma-nlaf-v1,azarafrooz,Chat/post-trained,,Unknown
azharsultan/Meta-Llama-3-8B-orpo,azharsultan,Chat/post-trained,8.0,7–<15B
bababababooey/mergekit-slerp-bxtecvo,bababababooey,Merged,7.0,7–<15B
bababababooey/mergekit-slerp-mntqhzv,bababababooey,Fine-tuned,7.0,7–<15B
baconnier/banker,baconnier,Fine-tuned,7.0,7–<15B
bardsai/jaskier-7b-dpo,bardsai,Chat/post-trained,7.0,7–<15B
bardsai/jaskier-7b-dpo-v2,bardsai,Chat/post-trained,7.0,7–<15B
bardsai/jaskier-7b-dpo-v3.3,bardsai,Chat/post-trained,7.0,7–<15B
bardsai/jaskier-7b-dpo-v4.1,bardsai,Chat/post-trained,7.0,7–<15B
bardsai/jaskier-7b-dpo-v4.3,bardsai,Chat/post-trained,7.0,7–<15B
bardsai/jaskier-7b-dpo-v5.6,bardsai,Fine-tuned,7.0,7–<15B
bardsai/jaskier-7b-dpo-v6.1,bardsai,Fine-tuned,7.0,7–<15B
bardsai/jaskier-7b-dpo-v7.1,bardsai,Fine-tuned,7.0,7–<15B
bartowski/internlm2-chat-20b-llama,bartowski,Chat/post-trained,19.0,15–<40B
bartowski/internlm2-chat-20b-llama-old,bartowski,Chat/post-trained,19.0,15–<40B
bartowski/internlm2-chat-7b-sft-llama,bartowski,Chat/post-trained,7.0,7–<15B
bartowski/internlm2-math-20b-llama,bartowski,Fine-tuned,19.0,15–<40B
beaugogh/Llama2-7b-openorca-mc-v2,beaugogh,Fine-tuned,6.0,3–<7B
beaugogh/Llama2-7b-openorca-mc-v2-dpo,beaugogh,Chat/post-trained,7.0,7–<15B
beaugogh/Llama2-7b-sharegpt4,beaugogh,Fine-tuned,7.0,7–<15B
beaugogh/pythia-1.4b-deduped-sharegpt,beaugogh,Fine-tuned,1.0,<3B
beberik/Lonepino-11B,beberik,Fine-tuned,10.0,7–<15B
beberik/Nyxene-11B,beberik,Fine-tuned,10.0,7–<15B
beberik/Nyxene-v1-11B,beberik,Fine-tuned,10.0,7–<15B
beberik/Nyxene-v2-11B,beberik,Fine-tuned,10.0,7–<15B
beberik/Nyxene-v3-11B,beberik,Fine-tuned,10.0,7–<15B
beberik/TinyExperts-v0-4x1B,beberik,Fine-tuned,2.0,<3B
beberik/rawr,beberik,Fine-tuned,46.0,≥40B
behnamsh/gpt2_platypus-camel_physics,behnamsh,Chat/post-trained,,Unknown
beomi/KoAlpaca-KoRWKV-6B,beomi,Chat/post-trained,6.0,3–<7B
beomi/KoAlpaca-Polyglot-5.8B,beomi,Fine-tuned,6.0,3–<7B
beomi/KoRWKV-6B,beomi,Pretrained,6.0,3–<7B
beomi/Yi-Ko-6B,beomi,Fine-tuned,6.0,3–<7B
beomi/llama-2-ko-7b,beomi,Fine-tuned,6.0,3–<7B
beowolx/CodeNinja-1.0-OpenChat-7B,beowolx,Fine-tuned,7.0,7–<15B
beowolx/MistralHermes-CodePro-7B-v1,beowolx,Fine-tuned,7.0,7–<15B
berkeley-nest/Starling-LM-7B-alpha,berkeley-nest,Fine-tuned,7.0,7–<15B
bertin-project/bertin-gpt-j-6B-alpaca,bertin-project,Fine-tuned,6.0,3–<7B
bharadwajswarna/gemma-2b-sft-telugu,bharadwajswarna,Chat/post-trained,2.0,<3B
bhavinjawade/SOLAR-10B-Nector-DPO-Jawade,bhavinjawade,Chat/post-trained,10.0,7–<15B
bhavinjawade/SOLAR-10B-OrcaDPO-Jawade,bhavinjawade,Chat/post-trained,10.0,7–<15B
bhavinjawade/SuperAligned-Jawade,bhavinjawade,Chat/post-trained,,Unknown
bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,bhenrym14,Fine-tuned,32.0,15–<40B
bhenrym14/airophin-13b-pntk-16k-fp16,bhenrym14,Fine-tuned,13.0,7–<15B
bhenrym14/mistral-7b-platypus-fp16,bhenrym14,Chat/post-trained,7.0,7–<15B
bigcode-data/pile-1.3b,bigcode-data,Unknown,,Unknown
bigcode-data/slimpajama-1.3b,bigcode-data,Unknown,,Unknown
bigcode/gpt_bigcode-santacoder,bigcode,Pretrained,1.0,<3B
bigcode/santacoder,bigcode,Fine-tuned,,Unknown
bigcode/starcoder,bigcode,Pretrained,,Unknown
bigcode/starcoder2-15b,bigcode,Pretrained,15.0,15–<40B
bigcode/starcoder2-3b,bigcode,Pretrained,3.0,3–<7B
bigcode/starcoder2-7b,bigcode,Pretrained,7.0,7–<15B
bigcode/starcoderbase,bigcode,Pretrained,,Unknown
bigcode/starcoderbase-1b,bigcode,Pretrained,1.0,<3B
bigcode/starcoderbase-3b,bigcode,Pretrained,3.0,3–<7B
bigcode/starcoderbase-7b,bigcode,Pretrained,7.0,7–<15B
bigcode/starcoderplus,bigcode,Fine-tuned,,Unknown
bigcode/tiny_starcoder_py,bigcode,Pretrained,,Unknown
bigscience/bloom,bigscience,Pretrained,176.0,≥40B
bigscience/bloom-1b1,bigscience,Unknown,1.0,<3B
bigscience/bloom-560m,bigscience,Unknown,,Unknown
bigscience/bloom-7b1,bigscience,Pretrained,7.0,7–<15B
bigscience/bloomz,bigscience,Unknown,,Unknown
bigscience/bloomz-7b1,bigscience,Unknown,7.0,7–<15B
binbi/Ein-72B-v0.1,binbi,Fine-tuned,72.0,≥40B
binbi/MoMo-70B-V1.2_1,binbi,Fine-tuned,68.0,≥40B
binbi/SF-72B-V1,binbi,Chat/post-trained,72.0,≥40B
binbi/SF-72B-V1.8.6-V1.2,binbi,Fine-tuned,72.0,≥40B
birgermoell/llama-3-merge-disco-neural-pace,birgermoell,Merged,8.0,7–<15B
birgermoell/llama-3-open-hermes-disco,birgermoell,Merged,8.0,7–<15B
bit-dny/MindLLM,bit-dny,Pretrained,,Unknown
blueapple8259/TinyStories-Alpaca,blueapple8259,Fine-tuned,,Unknown
bn22/DolphinMini-Mistral-7B,bn22,Fine-tuned,7.0,7–<15B
