repo,family
open-llm-leaderboard-old/details_chujiezheng__zephyr_0.2_a2.5,chujiezheng
open-llm-leaderboard-old/details_chinoll__Yi-6b-200k-dpo,chinoll
open-llm-leaderboard-old/details_chlee10__T3Q-Platypus-MistralM7-7B,chlee10
open-llm-leaderboard-old/details_chlee10__T3Q-Platypus-Mistral7B,chlee10
open-llm-leaderboard-old/details_chlee10__T3Q-MSlerp-7Bx2,chlee10
open-llm-leaderboard-old/details_cloudyu__Mistral-9B-Instruct,cloudyu
open-llm-leaderboard-old/details_chlee10__T3Q-platypus-SOLAR-10.7B-v1.0,chlee10
open-llm-leaderboard-old/details_cloudyu__Mixtral_13Bx2_MOE_22B,cloudyu
open-llm-leaderboard-old/details_chihoonlee10__T3Q-ko-solar-dpo-v6.0,chihoonlee10
open-llm-leaderboard-old/details_chrischain__SatoshiNv5,chrischain
open-llm-leaderboard-old/details_chlee10__T3Q-Merge-Mistral7B,chlee10
open-llm-leaderboard-old/details_chihoonlee10__T3Q-Mistral-UB-DPO-v1.0,chihoonlee10
open-llm-leaderboard-old/details_chlee10__T3Q-Platypus-SOLAR,chlee10
open-llm-leaderboard-old/details_clibrain__Llama-2-7b-ft-instruct-es,clibrain
open-llm-leaderboard-old/details_circulus__Llama-2-13b-orca-v1,circulus
open-llm-leaderboard-old/details_cloudyu__19B_MATH_DPO,cloudyu
open-llm-leaderboard-old/details_cloudyu__4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO,cloudyu
open-llm-leaderboard-old/details_cloudyu__19B_TRUTH_DPO,cloudyu
open-llm-leaderboard-old/details_cloudyu__60B_MoE_Coder_v3,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_13B_Chat,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_11Bx2_MoE_19B,cloudyu
open-llm-leaderboard-old/details_clibrain__Llama-2-ft-instruct-es,clibrain
open-llm-leaderboard-old/details_cloudyu__Mixtral-8x7B-Instruct-v0.1-DPO,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx2_MoE,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx2_MoE_13B,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx2_MoE_DPO,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx4_MOE_24B,cloudyu
open-llm-leaderboard-old/details_cloudyu__Qwen-72Bx2-MoE-120B,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx5_MoE_30B,cloudyu
open-llm-leaderboard-old/details_cloudyu__Pluto_24B_DPO_200,cloudyu
open-llm-leaderboard-old/details_cloudyu__Phoenix_DPO_60B,cloudyu
open-llm-leaderboard-old/details_cloudyu__TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO_f16,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_34Bx2_MoE_60B,cloudyu
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx6_MoE_35B,cloudyu
open-llm-leaderboard-old/details_cloudyu__Venus_DPO_50,cloudyu
open-llm-leaderboard-old/details_cloudyu__Truthful_DPO_cloudyu_Mixtral_34Bx2_MoE_60B,cloudyu
open-llm-leaderboard-old/details_cloudyu__Truthful_DPO_TomGrc_FusionNet_34Bx2_MoE,cloudyu
open-llm-leaderboard-old/details_cloudyu__TomGrc_FusionNet_34Bx2_MoE_v0.1_full_linear_DPO,cloudyu
open-llm-leaderboard-old/details_cloudyu__Yi-34Bx2-MOE-200K,cloudyu
open-llm-leaderboard-old/details_cloudyu__Yi-34Bx2-MoE-60B-DPO,cloudyu
open-llm-leaderboard-old/details_cloudyu__Yi-34Bx2-MoE-60B,cloudyu
open-llm-leaderboard-old/details_cloudyu__Yi-34Bx3-MoE-90B,cloudyu
open-llm-leaderboard-old/details_cloudyu__google-gemma-7b-it-dpo-v1,cloudyu
open-llm-leaderboard-old/details_cloudyu__mistral_15B_instruct_v0.1,cloudyu
open-llm-leaderboard-old/details_cloudyu__microsoft-phi-2-sft,cloudyu
open-llm-leaderboard-old/details_cloudyu__mistral_11B_instruct_v0.1,cloudyu
open-llm-leaderboard-old/details_cloudyu__mistral_18B_instruct_v0.1,cloudyu
open-llm-leaderboard-old/details_cloudyu__mistral_18B_v0.1,cloudyu
open-llm-leaderboard-old/details_cloudyu__mistral_28B_instruct_v0.1,cloudyu
open-llm-leaderboard-old/details_cloudyu__mistral_28B_instruct_v0.2,cloudyu
open-llm-leaderboard-old/details_cloudyu__mistral_9B_instruct_v0.2,cloudyu
open-llm-leaderboard-old/details_codellama__CodeLlama-34b-Instruct-hf,codellama
open-llm-leaderboard-old/details_cloudyu__mixtral_7bx4_moe,cloudyu
open-llm-leaderboard-old/details_cmarkea__bloomz-7b1-mt-sft-chat,cmarkea
open-llm-leaderboard-old/details_codellama__CodeLlama-13b-Instruct-hf,codellama
open-llm-leaderboard-old/details_codellama__CodeLlama-34b-Python-hf,codellama
open-llm-leaderboard-old/details_cmarkea__bloomz-560m-sft-chat,cmarkea
open-llm-leaderboard-old/details_cognitivecomputations__Llama-3-8B-Instruct-abliterated-v2,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__Dolphin-2.9.1-Phi-3-Kensho-4.5B,cognitivecomputations
open-llm-leaderboard-old/details_cmarkea__bloomz-3b-sft-chat,cmarkea
open-llm-leaderboard-old/details_codellama__CodeLlama-13b-hf,codellama
open-llm-leaderboard-old/details_codellama__CodeLlama-13b-Python-hf,codellama
open-llm-leaderboard-old/details_clowman__openchat-mistral-7b-reproduce,clowman
open-llm-leaderboard-old/details_codellama__CodeLlama-70b-Instruct-hf,codellama
open-llm-leaderboard-old/details_codellama__CodeLlama-70b-hf,codellama
open-llm-leaderboard-old/details_codellama__CodeLlama-7b-hf,codellama
open-llm-leaderboard-old/details_codellama__CodeLlama-70b-Python-hf,codellama
open-llm-leaderboard-old/details_codellama__CodeLlama-34b-hf,codellama
open-llm-leaderboard-old/details_codemateai__CodeMate-v0.1,codemateai
open-llm-leaderboard-old/details_codeparrot__codeparrot,codeparrot
open-llm-leaderboard-old/details_cognitivecomputations__MegaDolphin-120b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__TinyDolphin-2.8.1-1.1b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__TinyDolphin-2.8-1.1b,cognitivecomputations
open-llm-leaderboard-old/details_codellama__CodeLlama-7b-Instruct-hf,codellama
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.9.1-mixtral-1x22b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.9.1-llama-3-8b,cognitivecomputations
open-llm-leaderboard-old/details_codellama__CodeLlama-7b-Python-hf,codellama
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.9.1-yi-1.5-9b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphincoder-starcoder2-7b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__WestLake-7B-v2-laser,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__TinyDolphin-2.8.2-1.1b-laser,cognitivecomputations
open-llm-leaderboard-old/details_collaiborateorg__Collaiborator-MEDLLM-Llama-3-8B-v1,collaiborateorg
open-llm-leaderboard-old/details_concedo__KobbleTiny,concedo
open-llm-leaderboard-old/details_concedo__KobbleTinyV2-1.1B,concedo
open-llm-leaderboard-old/details_concedo__Phi-SoSerious-Mini-V1,concedo
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.2.1-mistral-7b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.6-mistral-7b-dpo,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.2-yi-34b-200k,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.6-mistral-7b-dpo-laser,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.8-experiment26-7b-preview,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.6-mistral-7b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.8-mistral-7b-v02,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.8-experiment26-7b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__laserxtral,cognitivecomputations
open-llm-leaderboard-old/details_conceptofmind__Hermes-LLongMA-2-7b-8k,conceptofmind
open-llm-leaderboard-old/details_cognitivecomputations__fc-dolphin-2.6-mistral-7b-dpo-laser,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.9-llama3-8b,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__yayi2-30b-llama,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__openchat-3.5-0106-laser,cognitivecomputations
open-llm-leaderboard-old/details_cognitivecomputations__mixtral-instruct-0.1-laser,cognitivecomputations
open-llm-leaderboard-old/details_concedo__OPT-19M-ChatSalad,concedo
open-llm-leaderboard-old/details_cookinai__Llama-3-SOLAR-v0.1,cookinai
open-llm-leaderboard-old/details_cookinai__Llama-3-SOLAR-v0.2,cookinai
open-llm-leaderboard-old/details_cookinai__LlamaReflect-8B-CoT,cookinai
open-llm-leaderboard-old/details_cookinai__LlamaReflect-8B-CoT-safetensors,cookinai
open-llm-leaderboard-old/details_cookinai__NeuralLlama-3-ORPO,cookinai
open-llm-leaderboard-old/details_concedo__Vicuzard-30B-Uncensored,concedo
open-llm-leaderboard-old/details_concedo__Pythia-70M-ChatSalad,concedo
open-llm-leaderboard-old/details_conceptofmind__Open-LLongMA-3b,conceptofmind
open-llm-leaderboard-old/details_cookinai__Bald-Eagle-7B,cookinai
open-llm-leaderboard-old/details_conceptofmind__LLongMA-2-7b-16k,conceptofmind
open-llm-leaderboard-old/details_cookinai__Blitz-v0.1,cookinai
open-llm-leaderboard-old/details_cookinai__Blitz-v0.2,cookinai
open-llm-leaderboard-old/details_cookinai__BruinHermes,cookinai
open-llm-leaderboard-old/details_cookinai__CM-14,cookinai
open-llm-leaderboard-old/details_cookinai__DonutLM-v1,cookinai
open-llm-leaderboard-old/details_cookinai__OrcaHermes-Mistral-70B-miqu,cookinai
open-llm-leaderboard-old/details_cookinai__Valkyrie-V1,cookinai
open-llm-leaderboard-old/details_cookinai__titanbagel,cookinai
open-llm-leaderboard-old/details_cookinai__OpenCM-14,cookinai
open-llm-leaderboard-old/details_core-3__kuno-dogwalker-7b,core-3
open-llm-leaderboard-old/details_core-3__kuno-dogpark-7b,core-3
open-llm-leaderboard-old/details_cookinai__CatMacaroni-Slerp,cookinai
open-llm-leaderboard-old/details_cookinai__CatMacaroni14,cookinai
open-llm-leaderboard-old/details_cstr__llama3-8b-spaetzle-v13,cstr
open-llm-leaderboard-old/details_cstr__llama3-8b-spaetzle-v20,cstr
open-llm-leaderboard-old/details_cstr__llama3-8b-spaetzle-v33,cstr
open-llm-leaderboard-old/details_cstr__phi-3-orpo-v9_16,cstr
open-llm-leaderboard-old/details_csujeong__Falcon-7B-Fintued-Finance-Stock-E,csujeong
open-llm-leaderboard-old/details_csujeong__Gemma-7B-Finetuning-JCS-Ko-Ins,csujeong
open-llm-leaderboard-old/details_core-3__kuno-royale-7b,core-3
open-llm-leaderboard-old/details_croissantllm__CroissantCool-v0.2,croissantllm
open-llm-leaderboard-old/details_core-3__kuno-royale-v3-7b,core-3
open-llm-leaderboard-old/details_csujeong__Mistral-7B-Finetuning-Insurance-16R,csujeong
open-llm-leaderboard-old/details_cyberagent__calm2-7b-chat-dpo-experimental,cyberagent
open-llm-leaderboard-old/details_cyberagent__calm2-7b-chat,cyberagent
open-llm-leaderboard-old/details_core-3__kuno-royale-v2-7b,core-3
open-llm-leaderboard-old/details_cyberagent__open-calm-large,cyberagent
open-llm-leaderboard-old/details_cypienai__cymist2-v01-SFT,cypienai
open-llm-leaderboard-old/details_cris177__DesivoMerge0.1,cris177
open-llm-leaderboard-old/details_cris177__Orca-Hermes-7B-slerp,cris177
open-llm-leaderboard-old/details_cypienai__cymist-2-v02-SFT,cypienai
open-llm-leaderboard-old/details_daekeun-ml__phi-2-ko-v0.1,daekeun-ml
open-llm-leaderboard-old/details_daekeun-ml__phi-2-upscaled-4B-instruct-v0.1,daekeun-ml
open-llm-leaderboard-old/details_croissantllm__CroissantLLMBase,croissantllm
open-llm-leaderboard-old/details_damerajee__Gaja-v1.00,damerajee
open-llm-leaderboard-old/details_damerajee__Gaja-v2.00,damerajee
open-llm-leaderboard-old/details_damerajee__Gaja-vv1,damerajee
open-llm-leaderboard-old/details_damerajee__Oot-v2_lll,damerajee
open-llm-leaderboard-old/details_danyoung__billie,danyoung
open-llm-leaderboard-old/details_danielhanchen__open_llama_3b_600bt_preview,danielhanchen
open-llm-leaderboard-old/details_danielpark__gorani-100k-llama2-13b-instruct,danielpark
open-llm-leaderboard-old/details_databricks__dbrx-base,databricks
open-llm-leaderboard-old/details_databricks__dolly-v2-12b,databricks
open-llm-leaderboard-old/details_databricks__dolly-v2-7b,databricks
open-llm-leaderboard-old/details_databricks__dolly-v2-3b,databricks
open-llm-leaderboard-old/details_crumb__apricot-wildflower-20,crumb
open-llm-leaderboard-old/details_damerajee__Gaja-v2.00-dpo,damerajee
open-llm-leaderboard-old/details_davanstrien__TinyLlama-1.1B-Chat-v1.0-intel-dpo,davanstrien
open-llm-leaderboard-old/details_davidkim205__Rhea-72b-v0.2,davidkim205
open-llm-leaderboard-old/details_databricks__dbrx-instruct,databricks
open-llm-leaderboard-old/details_davidkim205__Rhea-72b-v0.4,davidkim205
open-llm-leaderboard-old/details_davidkim205__Rhea-72b-v0.3,davidkim205
open-llm-leaderboard-old/details_cuidada__Hua-v0.1,cuidada
open-llm-leaderboard-old/details_davzoku__cria-llama2-7b-v1.3,davzoku
open-llm-leaderboard-old/details_davidkim205__Rhea-72b-v0.5,davidkim205
open-llm-leaderboard-old/details_davzoku__cria-llama2-7b-v1.3_peft,davzoku
open-llm-leaderboard-old/details_davzoku__frankencria-llama2-12.5b-v1.3-m.2,davzoku
open-llm-leaderboard-old/details_davzoku__frankencria-llama2-11b-v1.3-m.1,davzoku
open-llm-leaderboard-old/details_dawn17__MaidStarling-2x7B-base,dawn17
open-llm-leaderboard-old/details_daxiongshu__Pluto_24B_DPO_63,daxiongshu
open-llm-leaderboard-old/details_dawn17__StarlingMaid-2x7B-base,dawn17
open-llm-leaderboard-old/details_cyberagent__open-calm-7b,cyberagent
open-llm-leaderboard-old/details_dball__zephyr-7b-dpo-qlora,dball
open-llm-leaderboard-old/details_dball__zephyr-7b-sft-qlora,dball
open-llm-leaderboard-old/details_crumb__nano-mistral,crumb
open-llm-leaderboard-old/details_dball__zephyr-tiny-dpo-qlora,dball
open-llm-leaderboard-old/details_dball__zephyr-tiny-sft-qlora-quantized-2,dball
open-llm-leaderboard-old/details_dball__zephyr-7b-dpo-qlora-no-sft,dball
open-llm-leaderboard-old/details_dddsaty__FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,dddsaty
open-llm-leaderboard-old/details_ddyuudd__m_b_4_32,ddyuudd
open-llm-leaderboard-old/details_ddyuudd__m_b_8_32,ddyuudd
open-llm-leaderboard-old/details_dddsaty__Merge_Sakura_Solar,dddsaty
open-llm-leaderboard-old/details_ddobokki__Llama-2-70b-orca-200k,ddobokki
open-llm-leaderboard-old/details_dddsaty__Open_Ko_SOLAR_DPO_Merge_v0.1,dddsaty
open-llm-leaderboard-old/details_dddsaty__SOLAR-Instruct-ko-Adapter-Attach,dddsaty
open-llm-leaderboard-old/details_ddyuudd__dolly-v2-3b,ddyuudd
open-llm-leaderboard-old/details_ddyuudd__merge_dolly-v2-3b_dpo_test,ddyuudd
open-llm-leaderboard-old/details_ddyuudd__mistral_dmbr03_32_sig,ddyuudd
open-llm-leaderboard-old/details_ddyuudd__mistral_dmbr10_32_sig,ddyuudd
open-llm-leaderboard-old/details_ddyuudd__mistral_dmbr05_32_sig,ddyuudd
open-llm-leaderboard-old/details_ddyuudd__mistral_dmbr20_32_sig,ddyuudd
open-llm-leaderboard-old/details_decapoda-research__Adrastea-7b-v1.0-dpo,decapoda-research
open-llm-leaderboard-old/details_decapoda-research__Antares-11b-v1,decapoda-research
open-llm-leaderboard-old/details_ddyuudd__mistral_kmmbr_32_sig,ddyuudd
open-llm-leaderboard-old/details_decapoda-research__Antares-11b-v2,decapoda-research
open-llm-leaderboard-old/details_ddyuudd__mistral_nucleus09_32_sig,ddyuudd
open-llm-leaderboard-old/details_decem__Dionysus-Mistral-n1-v1,decem
open-llm-leaderboard-old/details_decem__Dionysus-Mistral-m3-v6,decem
open-llm-leaderboard-old/details_dddsaty__SOLAR_Merge_Adapter_DPO_Orca,dddsaty
open-llm-leaderboard-old/details_declare-lab__starling-7B,declare-lab
open-llm-leaderboard-old/details_decruz07__kellemar-DPO-Orca-Distilled-7B-SLERP,decruz07
open-llm-leaderboard-old/details_decruz07__kellemar-DPO-7B,decruz07
open-llm-leaderboard-old/details_decruz07__kellemar-DPO-7B-v1.01,decruz07
open-llm-leaderboard-old/details_decruz07__kellemar-DPO-7B-c,decruz07
open-llm-leaderboard-old/details_decruz07__kellemar-DPO-7B-d,decruz07
open-llm-leaderboard-old/details_ddyuudd__mistral_mbr_32_sig,ddyuudd
open-llm-leaderboard-old/details_deepnight-research__lil-c3po,deepnight-research
open-llm-leaderboard-old/details_deepnight-research__llama-2-70B-inst,deepnight-research
open-llm-leaderboard-old/details_deepseek-ai__deepseek-coder-1.3b-instruct,deepseek-ai
open-llm-leaderboard-old/details_decem__Dionysus-Mistral-m3-v5,decem
open-llm-leaderboard-old/details_deepseek-ai__deepseek-coder-6.7b-base,deepseek-ai
open-llm-leaderboard-old/details_deepseek-ai__deepseek-coder-7b-instruct-v1.5,deepseek-ai
open-llm-leaderboard-old/details_deepseek-ai__deepseek-coder-6.7b-instruct,deepseek-ai
open-llm-leaderboard-old/details_deepseek-ai__deepseek-llm-67b-base,deepseek-ai
open-llm-leaderboard-old/details_deepseek-ai__deepseek-llm-7b-chat,deepseek-ai
open-llm-leaderboard-old/details_deepseek-ai__deepseek-llm-67b-chat,deepseek-ai
open-llm-leaderboard-old/details_devingulliver__llama-pile-350b,devingulliver
open-llm-leaderboard-old/details_deepseek-ai__deepseek-math-7b-instruct,deepseek-ai
open-llm-leaderboard-old/details_deepseek-ai__deepseek-math-7b-rl,deepseek-ai
open-llm-leaderboard-old/details_decruz07__llama-2-7b-miniguanaco,decruz07
open-llm-leaderboard-old/details_crumb__model-a-48.5m,crumb
open-llm-leaderboard-old/details_deepseek-ai__deepseek-moe-16b-base,deepseek-ai
open-llm-leaderboard-old/details_defog__sqlcoder-34b-alpha,defog
open-llm-leaderboard-old/details_dfurman__Llama-3-70B-Orpo-v0.1,dfurman
open-llm-leaderboard-old/details_delayedkarma__NeuralHermes-2.5-Mistral-7B,delayedkarma
open-llm-leaderboard-old/details_cstr__Spaetzle-v69-7b,cstr
open-llm-leaderboard-old/details_cstr__Spaetzle-v12-7b,cstr
open-llm-leaderboard-old/details_cstr__Spaetzle-v44-7b,cstr
open-llm-leaderboard-old/details_crumb__gpt2023,crumb
open-llm-leaderboard-old/details_cstr__Spaetzle-v8-7b,cstr
open-llm-leaderboard-old/details_dfurman__Llama-3-8B-Orpo-v0.1,dfurman
open-llm-leaderboard-old/details_dhmeltzer__Llama-2-13b-hf-ds_wiki_1024_full_r_64_alpha_16,dhmeltzer
open-llm-leaderboard-old/details_dhmeltzer__Llama-2-13b-hf-ds_eli5_1024_r_64_alpha_16,dhmeltzer
open-llm-leaderboard-old/details_dfurman__llama-2-70b-dolphin-peft,dfurman
open-llm-leaderboard-old/details_dfurman__HermesBagel-34B-v0.1,dfurman
open-llm-leaderboard-old/details_dfurman__falcon-40b-openassistant-peft,dfurman
open-llm-leaderboard-old/details_deepseek-ai__deepseek-math-7b-base,deepseek-ai
open-llm-leaderboard-old/details_dfurman__Llama-2-13B-Instruct-v0.2,dfurman
open-llm-leaderboard-old/details_dfurman__GarrulusMarcoro-7B-v0.1,dfurman
open-llm-leaderboard-old/details_dfurman__MoMoMerge-72B-v0.1,dfurman
open-llm-leaderboard-old/details_dhanushreddy29__BrokenKeyboard,dhanushreddy29
open-llm-leaderboard-old/details_dfurman__Mixtral-8x7B-peft-v0.1,dfurman
open-llm-leaderboard-old/details_dfurman__Mistral-7B-Instruct-v0.2,dfurman
open-llm-leaderboard-old/details_dfurman__llama-2-13b-guanaco-peft,dfurman
