repo,model_name,model_type,weight_type,precision,params_B,source_field:Type
open-llm-leaderboard-old/details_chihoonlee10__T3Q-Mistral-Orca-Math-DPO,chihoonlee10__T3Q-Mistral-Orca-Math-DPO,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chihoonlee10__T3Q-Mistral-UB-DPO-v1.0,chihoonlee10__T3Q-Mistral-UB-DPO-v1.0,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chihoonlee10__T3Q-ko-solar-dpo-v6.0,chihoonlee10__T3Q-ko-solar-dpo-v6.0,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chinoll__Yi-6b-200k-dpo,chinoll__Yi-6b-200k-dpo,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chinoll__Yi-7b-dpo,chinoll__Yi-7b-dpo,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chlee10__T3Q-MSlerp-7Bx2,chlee10__T3Q-MSlerp-7Bx2,🔶 fine-tuned on domain-specific datasets,Original,float16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chlee10__T3Q-Merge-Mistral7B,chlee10__T3Q-Merge-Mistral7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chlee10__T3Q-Mistral-Orca-Math-dpo-v2.0,chlee10__T3Q-Mistral-Orca-Math-dpo-v2.0,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chlee10__T3Q-Platypus-Mistral7B,chlee10__T3Q-Platypus-Mistral7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chlee10__T3Q-Platypus-MistralM7-7B,chlee10__T3Q-Platypus-MistralM7-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chlee10__T3Q-Platypus-SOLAR,chlee10__T3Q-Platypus-SOLAR,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chlee10__T3Q-platypus-SOLAR-10.7B-v1.0,chlee10__T3Q-platypus-SOLAR-10.7B-v1.0,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chrischain__SatoshiNv5,chrischain__SatoshiNv5,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chrlu__zephyr-7b-gemma-hinge,chrlu__zephyr-7b-gemma-hinge,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__Starling-LM-7B-alpha-ExPO,chujiezheng__Starling-LM-7B-alpha-ExPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__Starling-LM-7B-beta-ExPO,chujiezheng__Starling-LM-7B-beta-ExPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__tulu-2-dpo-70b-ExPO,chujiezheng__tulu-2-dpo-70b-ExPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__tulu-2-dpo-7b-ExPO,chujiezheng__tulu-2-dpo-7b-ExPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__zephyr-7b-alpha-ExPO,chujiezheng__zephyr-7b-alpha-ExPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__zephyr-7b-beta-ExPO,chujiezheng__zephyr-7b-beta-ExPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__zephyr-7b-dpo-full-ExPO,chujiezheng__zephyr-7b-dpo-full-ExPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__zephyr_0.1,chujiezheng__zephyr_0.1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__zephyr_0.2,chujiezheng__zephyr_0.2,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chujiezheng__zephyr_0.2_a2.5,chujiezheng__zephyr_0.2_a2.5,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_circulus__Llama-2-13b-orca-v1,circulus__Llama-2-13b-orca-v1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_circulus__Llama-2-7b-orca-v1,circulus__Llama-2-7b-orca-v1,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_clibrain__Llama-2-13b-ft-instruct-es,clibrain__Llama-2-13b-ft-instruct-es,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_clibrain__Llama-2-7b-ft-instruct-es,clibrain__Llama-2-7b-ft-instruct-es,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_clibrain__Llama-2-ft-instruct-es,clibrain__Llama-2-ft-instruct-es,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__19B_MATH_DPO,cloudyu__19B_MATH_DPO,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,19,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__19B_TRUTH_DPO,cloudyu__19B_TRUTH_DPO,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,19,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO,cloudyu__4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO,🔶 fine-tuned on domain-specific datasets,Original,4bit,31,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__60B_MoE_Coder_v3,cloudyu__60B_MoE_Coder_v3,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mistral-9B-Instruct,cloudyu__Mistral-9B-Instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral-8x7B-Instruct-v0.1-DPO,cloudyu__Mixtral-8x7B-Instruct-v0.1-DPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_11Bx2_MoE_19B,cloudyu__Mixtral_11Bx2_MoE_19B,🟢 pretrained,Original,float16,19,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_13B_Chat,cloudyu__Mixtral_13B_Chat,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_13Bx2_MOE_22B,cloudyu__Mixtral_13Bx2_MOE_22B,🔶 fine-tuned on domain-specific datasets,Original,float16,21,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_34Bx2_MoE_60B,cloudyu__Mixtral_34Bx2_MoE_60B,🤝 base merges and moerges,Original,float16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx2_MoE,cloudyu__Mixtral_7Bx2_MoE,🤝 base merges and moerges,Original,float16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx2_MoE_13B,cloudyu__Mixtral_7Bx2_MoE_13B,🤝 base merges and moerges,Original,float16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx2_MoE_DPO,cloudyu__Mixtral_7Bx2_MoE_DPO,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx4_MOE_24B,cloudyu__Mixtral_7Bx4_MOE_24B,🟢 pretrained,Original,float16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx5_MoE_30B,cloudyu__Mixtral_7Bx5_MoE_30B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,29,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Mixtral_7Bx6_MoE_35B,cloudyu__Mixtral_7Bx6_MoE_35B,🔶 fine-tuned on domain-specific datasets,Original,float16,35,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Phoenix_DPO_60B,cloudyu__Phoenix_DPO_60B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Pluto_24B_DPO_200,cloudyu__Pluto_24B_DPO_200,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Qwen-72Bx2-MoE-120B,cloudyu__Qwen-72Bx2-MoE-120B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,120,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO_f16,cloudyu__TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO_f16,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__TomGrc_FusionNet_34Bx2_MoE_v0.1_full_linear_DPO,cloudyu__TomGrc_FusionNet_34Bx2_MoE_v0.1_full_linear_DPO,🔶 fine-tuned on domain-specific datasets,Original,float16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Truthful_DPO_TomGrc_FusionNet_34Bx2_MoE,cloudyu__Truthful_DPO_TomGrc_FusionNet_34Bx2_MoE,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Truthful_DPO_cloudyu_Mixtral_34Bx2_MoE_60B,cloudyu__Truthful_DPO_cloudyu_Mixtral_34Bx2_MoE_60B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Venus_DPO_50,cloudyu__Venus_DPO_50,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,19,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Yi-34Bx2-MOE-200K,cloudyu__Yi-34Bx2-MOE-200K,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Yi-34Bx2-MoE-60B,cloudyu__Yi-34Bx2-MoE-60B,🤝 base merges and moerges,Original,bfloat16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Yi-34Bx2-MoE-60B-DPO,cloudyu__Yi-34Bx2-MoE-60B-DPO,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,60,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__Yi-34Bx3-MoE-90B,cloudyu__Yi-34Bx3-MoE-90B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,87,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__google-gemma-7b-it-dpo-v1,cloudyu__google-gemma-7b-it-dpo-v1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__microsoft-phi-2-sft,cloudyu__microsoft-phi-2-sft,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__mistral_11B_instruct_v0.1,cloudyu__mistral_11B_instruct_v0.1,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__mistral_15B_instruct_v0.1,cloudyu__mistral_15B_instruct_v0.1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,14,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__mistral_18B_instruct_v0.1,cloudyu__mistral_18B_instruct_v0.1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,17,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__mistral_18B_v0.1,cloudyu__mistral_18B_v0.1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,17,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__mistral_28B_instruct_v0.1,cloudyu__mistral_28B_instruct_v0.1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,28,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__mistral_28B_instruct_v0.2,cloudyu__mistral_28B_instruct_v0.2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,28,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__mistral_9B_instruct_v0.2,cloudyu__mistral_9B_instruct_v0.2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cloudyu__mixtral_7bx4_moe,cloudyu__mixtral_7bx4_moe,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_clowman__openchat-mistral-7b-reproduce,clowman__openchat-mistral-7b-reproduce,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cmarkea__bloomz-3b-sft-chat,cmarkea__bloomz-3b-sft-chat,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cmarkea__bloomz-560m-sft-chat,cmarkea__bloomz-560m-sft-chat,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cmarkea__bloomz-7b1-mt-sft-chat,cmarkea__bloomz-7b1-mt-sft-chat,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-13b-Instruct-hf,codellama__CodeLlama-13b-Instruct-hf,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-13b-Python-hf,codellama__CodeLlama-13b-Python-hf,"💬 chat models (RLHF, DPO, IFT, ...)",Original,4bit,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-13b-hf,codellama__CodeLlama-13b-hf,🟢 pretrained,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-34b-Instruct-hf,codellama__CodeLlama-34b-Instruct-hf,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-34b-Python-hf,codellama__CodeLlama-34b-Python-hf,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-34b-hf,codellama__CodeLlama-34b-hf,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-70b-Instruct-hf,codellama__CodeLlama-70b-Instruct-hf,🟢 pretrained,Original,bfloat16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-70b-Python-hf,codellama__CodeLlama-70b-Python-hf,🟢 pretrained,Original,bfloat16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-70b-hf,codellama__CodeLlama-70b-hf,🟢 pretrained,Original,bfloat16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-7b-Instruct-hf,codellama__CodeLlama-7b-Instruct-hf,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-7b-Python-hf,codellama__CodeLlama-7b-Python-hf,"💬 chat models (RLHF, DPO, IFT, ...)",Original,4bit,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codellama__CodeLlama-7b-hf,codellama__CodeLlama-7b-hf,🟢 pretrained,Original,4bit,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codemateai__CodeMate-v0.1,codemateai__CodeMate-v0.1,🔶 fine-tuned on domain-specific datasets,Original,float16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_codeparrot__codeparrot,codeparrot__codeparrot,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__Dolphin-2.9.1-Phi-3-Kensho-4.5B,cognitivecomputations__Dolphin-2.9.1-Phi-3-Kensho-4.5B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,4,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__Llama-3-8B-Instruct-abliterated-v2,cognitivecomputations__Llama-3-8B-Instruct-abliterated-v2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__MegaDolphin-120b,cognitivecomputations__MegaDolphin-120b,🔶 fine-tuned on domain-specific datasets,Original,float16,120,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__TinyDolphin-2.8-1.1b,cognitivecomputations__TinyDolphin-2.8-1.1b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__TinyDolphin-2.8.1-1.1b,cognitivecomputations__TinyDolphin-2.8.1-1.1b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__TinyDolphin-2.8.2-1.1b-laser,cognitivecomputations__TinyDolphin-2.8.2-1.1b-laser,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__WestLake-7B-v2-laser,cognitivecomputations__WestLake-7B-v2-laser,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.2-yi-34b-200k,cognitivecomputations__dolphin-2.2-yi-34b-200k,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cognitivecomputations__dolphin-2.2.1-mistral-7b,cognitivecomputations__dolphin-2.2.1-mistral-7b,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
